web-scraper-order,web-scraper-start-url,pages,pages-href,item,item-href,prix,Location,superficie,nb pieces,nb chambres,nb salles de bains,etat ,Age,etage,Ca1,Ca2,Ca3,Ca4,Ca5,Ca6,Ca7,Ca8,Ca9,Ca10
1644956740-762,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:54,55,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:55,Appartement à vendre,https://www.mubawab.ma/fr/a/7322115/appartement-%C3%A0-vendre,3 575 000 DH,"Gauthier à
				
				Casablanca","141
					m²",8 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,"5ème
					étage",Terrasse,Garage,Cheminée,Marbre,null,null,null,null,null,null
1644956645-726,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:54,57,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:57,Bel appartement à Casablanca BOURGOGNE,https://www.mubawab.ma/fr/a/7352793/bel-appartement-%C3%A0-casablanca-bourgogne,null,"Bourgogne Ouest à
				
				Casablanca","92
					m²",3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,"1er
					étage",Terrasse,Garage,Ascenseur,Concierge,Vue sur mer,Salon Marocain,Cuisine équipée,Four,null,null
1644956633-721,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:54,57,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:57,Appartement à vendre à Al Azhar. 1 Pièce...,https://www.mubawab.ma/fr/a/7352605/appartement-%C3%A0-vendre-%C3%A0-al-azhar-1-pi%C3%A8ce-,null,"Al Azhar à
				
				Casablanca","115
					m²",1 Pièce,2 Chambres,2 Salles de bains,Bon état,5-10 ans,"3ème
					étage",null,null,null,null,null,null,null,null,null,null
1644956714-753,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:54,56,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:56,Magnifique Appartement à vendre,https://www.mubawab.ma/fr/a/7341140/magnifique-appartement-%C3%A0-vendre,1 200 000 DH,"Maârif à
				
				Casablanca","110
					m²",4 Pièces,3 Chambres,1 Salle de bain,Bon état,"3ème
					étage",null,null,null,null,null,null,null,null,null,null,null
1644956651-727,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:54,56,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:56,Sublime appartement 2 CH à vendre bougoun...,https://www.mubawab.ma/fr/a/7352798/sublime-appartement-2-ch-%C3%A0-vendre-bougoune-ouest,null,"Bourgogne Ouest à
				
				Casablanca","120
					m²",4 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,null,Terrasse,Garage,Ascenseur,Concierge,Vue sur mer,Salon européen,Climatisation,Double vitrage,Marbre,Réfrigérateur
1644956593-707,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:54,57,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:57,Vends appartement 3 et,https://www.mubawab.ma/fr/a/7352529/vends-appartement-3-et,750 000 DH,"Belvédère à
				
				Casablanca","90
					m²",4 Pièces,2 Chambres,2 Salles de bains,Bon état,20-30 ans,"3ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Carrelage,Cuisine équipée,null,null,null,null
1644956659-730,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:54,56,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:56,Bel appartement à Casablanca La gironde,https://www.mubawab.ma/fr/a/7352840/bel-appartement-%C3%A0-casablanca-la-gironde,900 000 DH,"Belvédère à
				
				Casablanca","89
					m²",2 Pièces,2 Chambres,1 Salle de bain,Bon état,1-5 ans,"4ème
					étage",Terrasse,Garage,Ascenseur,Jardin,Concierge,Salon Marocain,Sécurité,Cuisine équipée,null,null
1644956803-788,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:54,55,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:55,Bel appartement à vendre,https://www.mubawab.ma/fr/a/7199724/bel-appartement-%C3%A0-vendre,1 320 000 DH,"Derb Ghalef à
				
				Casablanca","92
					m²",3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,"5ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Salon Marocain,Salon européen,Antenne parabolique,Sécurité,Four,TV
1644956760-770,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:54,55,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:55,Bel appartement à vendre à Racine. Surfac...,https://www.mubawab.ma/fr/a/7248146/bel-appartement-%C3%A0-vendre-%C3%A0-racine-surface-de-180-m%C2%B232m2-parking-et-box-chemin%C3%A9e-et-climatisation,2 900 000 DH,"Racine à
				
				Casablanca","180
					m²",5 Pièces,3 Chambres,2 Salles de bains,Bon état,5-10 ans,"3ème
					étage",Garage,Ascenseur,Concierge,Chambre rangement,Salon Marocain,Salon européen,Climatisation,Double vitrage,Marbre,null
1644958502-879,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,59,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:59,Superbe appartement à vendre à Val Fleury...,https://www.mubawab.ma/fr/a/7310802/superbe-appartement-%C3%A0-vendre-%C3%A0-val-fleury-3-pi%C3%A8ces,1 780 000 DH,"Val Fleury à
				
				Casablanca","132
					m²",3 Pièces,3 Chambres,2 Salles de bains,Bon état,5-10 ans,"2ème
					étage",null,null,null,null,null,null,null,null,null,null
1644958478-870,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,59,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:59,Appartement de 116 m2 sur 2 Mars,https://www.mubawab.ma/fr/a/7268698/appartement-de-116-m2-sur-2-mars,2 030 000 DH,"Les Hôpitaux à
				
				Casablanca","116
					m²",4 Pièces,3 Chambres,3 Salles de bains,Nouveau,Moins d'un an,"3ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Chambre rangement,Climatisation,Chauffage central,Double vitrage,Porte blindée,null
1644958524-888,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,59,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:59,Superbe Studio vue panoramique,https://www.mubawab.ma/fr/a/7141425/superbe-studio-vue-panoramique,850 000 DH,Casablanca,"50
					m²",1 Pièce,1 Chambre,1 Salle de bain,"1er
					étage",null,null,Ascenseur,Chambre rangement,Chauffage central,Double vitrage,Sécurité,Cuisine équipée,Internet,null,null,null
1644958497-877,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,59,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:59,Appartement a vendre a Ainsbaa,https://www.mubawab.ma/fr/a/7351392/appartement-a-vendre-a-ainsbaa,480 000 DH,"Beausite à
				
				Casablanca","54
					m²",3 Pièces,2 Chambres,1 Salle de bain,Bon état,10-20 ans,"1er
					étage",Garage,Jardin,Antenne parabolique,Carrelage,null,null,null,null,null,null
1644958529-890,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,59,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:59,Appartement près du Lycée Lyautey,https://www.mubawab.ma/fr/a/7351632/appartement-pr%C3%A8s-du-lyc%C3%A9e-lyautey,1 287 000 DH,"Bourgogne Est à
				
				Casablanca","99
					m²",3 Pièces,2 Chambres,2 Salles de bains,Bon état,20-30 ans,"1er
					étage",Garage,Ascenseur,Concierge,Carrelage,Cuisine équipée,null,null,null,null,null
1644958468-866,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,59,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:59,Appartement de 119.5 m2 sur 2 Mars,https://www.mubawab.ma/fr/a/7268685/appartement-de-119-5-m2-sur-2-mars,2 091 250 DH,"Les Hôpitaux à
				
				Casablanca","120
					m²",4 Pièces,3 Chambres,3 Salles de bains,Nouveau,Moins d'un an,"2ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Chambre rangement,Climatisation,Chauffage central,Double vitrage,Porte blindée,null
1644958313-809,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,61,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:61,Offre villa californie sup 438 m 4 ch,https://www.mubawab.ma/fr/a/6964370/offre-villa-californie-sup-438-m-4-ch,6 900 000 DH,"Californie à
				
				Casablanca","436
					m²",7 Pièces,4 Chambres,4 Salles de bains,Bon état,10-20 ans,null,Terrasse,Garage,Jardin,Concierge,Marbre,null,null,null,null,null
1644958433-854,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,60,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:60,Agréable appartement à vendre prix,https://www.mubawab.ma/fr/a/7350847/agr%C3%A9able-appartement-%C3%A0-vendre-prix,600 000 DH,"Oulfa à
				
				Casablanca","60
					m²",3 Pièces,2 Chambres,1 Salle de bain,Bon état,10-20 ans,"3ème
					étage",Terrasse,Jardin,Chambre rangement,Antenne parabolique,Sécurité,Carrelage,Cuisine équipée,null,null,null
1644958411-845,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,60,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:60,Superbe maison à vendre à Hay Chifa. Supe...,https://www.mubawab.ma/fr/a/7350552/superbe-maison-%C3%A0-vendre-%C3%A0-hay-chifa-superficie-80-m%C2%B2,null,"Hay Chifa à
				
				Casablanca","80
					m²",10 Pièces,5 Chambres,3 Salles de bains,Bon état,null,null,null,null,null,null,null,null,null,null,null,null
1644958276-796,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,61,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:61,Appt a vendre a bourgogne sup 93 M 2 CH,https://www.mubawab.ma/fr/a/7290125/appt-a-vendre-a-bourgogne-sup-93-m-2-ch,1 250 000 DH,"Bourgogne Ouest à
				
				Casablanca","93
					m²",4 Pièces,2 Chambres,1 Salle de bain,Bon état,null,null,Garage,Ascenseur,Concierge,null,null,null,null,null,null,null
1644958390-838,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,60,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:60,TRIANGLE D'OR Appartement Moderne,https://www.mubawab.ma/fr/a/7039340/triangle-d-or-appartement-moderne,3 000 000 DH,"Triangle d'Or à
				
				Casablanca","140
					m²",3 Pièces,2 Chambres,2 Salles de bains,Bon état,10-20 ans,"5ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Chambre rangement,Climatisation,Chauffage central,Cheminée,null,null
1644958451-859,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,59,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:59,"Appartement F4 de 150m² en vente, Résiden...",https://www.mubawab.ma/fr/pa/7350973/appartement-f4-de-150m%C2%B2-en-vente-r%C3%A9sidence-lilya,2 625 000 DH,"Tantonville à
				
				Casablanca","150
					m²",4 Pièces,3 Chambres,2 Salles de bains,null,null,null,Terrasse,Ascenseur,Concierge,null,null,null,null,null,null,null
1644958299-805,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,61,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:61,Appt a vendre val fleuri Sup titre 170 m...,https://www.mubawab.ma/fr/a/6987880/appt-a-vendre-val-fleuri-sup-titre-170-m-2sal-3-ch,2 140 000 DH,"Val Fleury à
				
				Casablanca","170
					m²",3 Pièces,3 Chambres,2 Salles de bains,Bon état,5-10 ans,"2ème
					étage",Garage,Ascenseur,Concierge,Salon Marocain,Salon européen,Climatisation,Cheminée,Marbre,null,null
1644958288-801,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,61,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:61,Appt à vendre à les Hopitaux sup 112 m² 2...,https://www.mubawab.ma/fr/a/7277333/appt-%C3%A0-vendre-%C3%A0-les-hopitaux-sup-112-m%C2%B2-2ch,1 530 000 DH,"Les Hôpitaux à
				
				Casablanca","112
					m²",1 Pièce,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,"4ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Marbre,Cuisine équipée,null,null,null,null
1644958341-820,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:58,61,https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre:p:61,Villa de haut standing à louer bd Abdelha...,https://www.mubawab.ma/fr/a/7338278/villa-de-haut-standing-%C3%A0-louer-bd-abdelhadi-boutaleb-route-azzemour-surface-de-450-m%C2%B2-jardin-et-terrasse,7 500 000 DH,"Ain Diab à
				
				Casablanca","450
					m²",5 Pièces,4 Chambres,3 Salles de bains,Bon état,null,null,Terrasse,Garage,Jardin,Vue sur mer,Chambre rangement,Salon Marocain,Salon européen,Climatisation,Cuisine équipée,null
